Customer_Key,Customer_Name,Birth_Date,Marital_Status,Gender,Yearly_Income,Total_Children,Number_of_Children_at_Home,Education,Occupation,House_Owner,Number_of_Cars_Owned,Date_of_First_Purchase,Customer_Type,Company_Name,Country,State
3423,"Lu, Cara",1958-11-06 00:00:00.000,"S","F",130000,2,3,"Bachelors","Management","0",4,2003-10-08 00:00:00.000,"Person","","Germany","Baden-Wuerttemberg"
3429,"Andersen, Cassie",1955-10-12 00:00:00.000,"S","F",130000,3,4,"Partial College","Professional","0",3,2002-03-01 00:00:00.000,"Person","","Germany","Bavaria"
3716,"Munoz, Erik",1970-11-20 00:00:00.000,"M","M",40000,2,2,"Partial College","Clerical","0",0,2004-04-05 00:00:00.000,"Person","","Germany","Hesse"
3768,"Blanco, Stacy",1968-08-18 00:00:00.000,"S","F",20000,1,1,"Partial College","Manual","0",0,2004-04-01 00:00:00.000,"Person","","Germany","Lower Saxony"
3782,"Butler, Robert",1967-05-04 00:00:00.000,"S","M",20000,1,1,"Partial College","Manual","0",1,2004-06-17 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
3783,"Lewis, Michael",1967-10-17 00:00:00.000,"S","M",20000,1,1,"Partial College","Manual","0",1,2003-08-23 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
3802,"Simmons, Riley",1964-02-15 00:00:00.000,"M","F",10000,3,2,"Partial High School","Manual","0",2,2002-04-01 00:00:00.000,"Person","","Germany","Hesse"
3820,"Ruiz, Dana",1964-06-09 00:00:00.000,"M","F",30000,2,2,"Partial College","Clerical","0",2,2002-04-10 00:00:00.000,"Person","","Germany","Saxony"
3936,"Liang, Rafael",1967-06-11 00:00:00.000,"S","M",30000,1,1,"Bachelors","Clerical","0",0,2003-09-11 00:00:00.000,"Person","","Germany","Bavaria"
4050,"Dominguez, Frank",1960-03-24 00:00:00.000,"S","M",10000,1,1,"High School","Manual","0",1,2004-05-29 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
4051,"Miller, Joshua",1960-12-10 00:00:00.000,"S","M",20000,1,1,"Partial College","Manual","0",0,2002-06-28 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
4066,"Gao, Alejandro",1970-05-15 00:00:00.000,"S","M",10000,1,1,"High School","Manual","0",1,2003-09-03 00:00:00.000,"Person","","Germany","Berlin"
4101,"Chandra, Brenda",1946-11-23 00:00:00.000,"M","F",110000,3,4,"Bachelors","Management","0",4,2002-07-07 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
4117,"Ramirez, Mackenzie",1950-04-26 00:00:00.000,"M","F",100000,3,4,"Partial College","Management","0",4,2002-07-04 00:00:00.000,"Person","","Germany","Hesse"
4353,"Martinez, Raymond",1958-07-20 00:00:00.000,"S","M",130000,2,3,"Bachelors","Management","0",4,2003-09-24 00:00:00.000,"Person","","Germany","Bavaria"
4657,"Zhao, Darryl",1960-06-15 00:00:00.000,"S","M",20000,1,1,"Partial College","Manual","0",0,2002-08-13 00:00:00.000,"Person","","Germany","Saar"
5254,"Lal, Bethany",1967-09-03 00:00:00.000,"S","F",20000,1,1,"Partial College","Manual","0",1,2002-10-03 00:00:00.000,"Person","","Germany","Hamburg"
5275,"Diaz, Ross",1964-03-16 00:00:00.000,"M","M",10000,3,2,"Partial High School","Manual","0",1,2004-07-05 00:00:00.000,"Person","","Germany","Saxony"
5279,"Turner, Angel",1964-06-23 00:00:00.000,"M","M",30000,2,2,"Partial College","Manual","0",0,2002-10-17 00:00:00.000,"Person","","Germany","Bavaria"
5391,"Nath, Mario",1968-02-26 00:00:00.000,"S","M",30000,1,1,"Bachelors","Clerical","0",0,2002-11-26 00:00:00.000,"Person","","Germany","Hesse"
5400,"Xu, Arturo",1967-10-17 00:00:00.000,"S","M",30000,1,1,"Bachelors","Clerical","0",0,2003-09-17 00:00:00.000,"Person","","Germany","Hesse"
5420,"Simpson, Lacey",1963-06-23 00:00:00.000,"M","F",20000,3,3,"High School","Manual","0",1,2004-05-01 00:00:00.000,"Person","","Germany","Hesse"
5442,"Young, Jason",1979-03-12 00:00:00.000,"M","M",20000,5,5,"High School","Manual","0",2,2003-08-19 00:00:00.000,"Person","","Germany","Hesse"
5538,"Dominguez, Arthur",1960-10-13 00:00:00.000,"S","M",20000,1,1,"Partial College","Manual","0",0,2003-11-27 00:00:00.000,"Person","","Germany","Saar"
5539,"Liang, Stacey",1960-01-13 00:00:00.000,"S","F",20000,1,1,"Partial College","Manual","0",0,2003-01-01 00:00:00.000,"Person","","Germany","Hesse"
5540,"Li, Christy",1960-01-11 00:00:00.000,"S","F",20000,1,1,"Partial College","Manual","0",0,2003-08-10 00:00:00.000,"Person","","Germany","Bavaria"
5605,"Serrano, Roy",1947-01-04 00:00:00.000,"M","M",120000,5,5,"High School","Management","0",4,2004-04-27 00:00:00.000,"Person","","Germany","Saar"
5822,"Carter, Mary",1958-07-20 00:00:00.000,"M","F",130000,2,3,"Bachelors","Management","0",4,2003-01-04 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
6112,"Chande, Jenny",1970-05-18 00:00:00.000,"M","F",40000,2,2,"Partial College","Clerical","0",0,2003-08-27 00:00:00.000,"Person","","Germany","Berlin"
6182,"Lal, Jenny",1958-03-20 00:00:00.000,"M","F",130000,2,3,"Bachelors","Management","0",4,2003-02-28 00:00:00.000,"Person","","Germany","Baden-Wuerttemberg"
6192,"Guo, Gilbert",1955-08-14 00:00:00.000,"S","M",130000,3,4,"Partial College","Professional","0",3,2003-02-06 00:00:00.000,"Person","","Germany","Bavaria"
6200,"Zhou, Dennis",1945-11-08 00:00:00.000,"M","M",70000,5,1,"High School","Professional","0",3,2003-03-14 00:00:00.000,"Person","","Germany","Berlin"
6210,"James, Jacqueline",1953-08-20 00:00:00.000,"M","F",90000,4,2,"Partial College","Professional","0",1,2003-03-28 00:00:00.000,"Person","","Germany","Bavaria"
6211,"Deng, Karl",1954-08-13 00:00:00.000,"S","M",130000,3,4,"Partial College","Professional","0",4,2004-07-15 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
6221,"Wang, Glenn",1949-03-02 00:00:00.000,"M","M",90000,4,1,"High School","Management","0",3,2003-03-05 00:00:00.000,"Person","","Germany","Berlin"
6222,"Navarro, Ricky",1949-10-02 00:00:00.000,"M","M",90000,4,1,"High School","Management","0",3,2003-03-07 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
6790,"Dominguez, Kari",1967-06-12 00:00:00.000,"S","F",30000,1,1,"Bachelors","Clerical","0",0,2003-04-01 00:00:00.000,"Person","","Germany","Hesse"
6807,"Kumar, Omar",1964-04-14 00:00:00.000,"M","M",20000,2,2,"High School","Manual","0",2,2003-08-21 00:00:00.000,"Person","","Germany","Hesse"
6935,"Gill, Nelson",1960-04-04 00:00:00.000,"S","M",20000,1,1,"Partial College","Manual","0",0,2003-05-20 00:00:00.000,"Person","","Germany","Saxony"
6981,"Hughes, Paige",1967-06-20 00:00:00.000,"S","F",30000,1,1,"Bachelors","Clerical","0",1,2003-06-05 00:00:00.000,"Person","","Germany","Hesse"
7131,"Mitchell, Kaitlyn",1957-02-08 00:00:00.000,"S","F",130000,3,4,"Partial College","Professional","0",2,2002-07-11 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
7141,"White, Anthony",1955-07-03 00:00:00.000,"M","M",130000,3,4,"Partial College","Professional","0",3,2002-08-24 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
7168,"Chander, Raul",1952-02-10 00:00:00.000,"M","M",90000,4,1,"High School","Professional","0",2,2002-12-07 00:00:00.000,"Person","","Germany","Hesse"
7186,"Huang, Laura",1947-11-06 00:00:00.000,"M","F",110000,4,5,"Partial High School","Professional","0",3,2002-12-19 00:00:00.000,"Person","","Germany","Saxony"
8031,"Arun, Marco",1957-02-18 00:00:00.000,"M","M",130000,2,4,"Partial College","Professional","0",2,2003-01-22 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
8044,"Jones, Jessica",1945-06-10 00:00:00.000,"M","F",100000,2,3,"Graduate Degree","Management","0",4,2004-07-23 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
8054,"Jordan, Gerald",1954-08-21 00:00:00.000,"S","M",130000,3,4,"Partial College","Professional","0",4,2004-06-15 00:00:00.000,"Person","","Germany","Hesse"
8058,"Ramos, Joanna",1953-09-16 00:00:00.000,"M","F",120000,3,5,"Bachelors","Management","0",2,2003-03-04 00:00:00.000,"Person","","Germany","Lower Saxony"
8066,"Arun, Michele",1952-04-24 00:00:00.000,"M","F",110000,4,5,"Partial College","Professional","0",2,2003-03-07 00:00:00.000,"Person","","Germany","Schleswig-Holstein"
8069,"Son, Alma",1951-04-10 00:00:00.000,"M","F",120000,4,5,"Partial College","Professional","0",3,2004-02-06 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
8082,"Rubio, Leslie",1947-08-07 00:00:00.000,"M","F",100000,4,5,"Partial High School","Professional","0",1,2004-05-09 00:00:00.000,"Person","","Germany","Hesse"
8346,"Prasad, Kaitlin",1965-08-22 00:00:00.000,"M","F",30000,2,2,"Partial College","Clerical","0",1,2003-10-02 00:00:00.000,"Person","","Germany","Lower Saxony"
8357,"Ortega, Francis",1976-11-10 00:00:00.000,"M","M",20000,4,4,"High School","Manual","0",1,2004-06-29 00:00:00.000,"Person","","Germany","Hesse"
8899,"Serrano, Desiree",1958-05-10 00:00:00.000,"S","F",130000,2,3,"Bachelors","Management","0",4,2004-06-22 00:00:00.000,"Person","","Germany","Baden-Wuerttemberg"
8931,"Tang, Tony",1953-08-06 00:00:00.000,"M","M",110000,2,5,"Partial College","Professional","0",2,2002-07-01 00:00:00.000,"Person","","Germany","Hesse"
8932,"Xu, Darryl",1953-11-22 00:00:00.000,"M","M",120000,2,5,"Bachelors","Management","0",2,2002-07-10 00:00:00.000,"Person","","Germany","Lower Saxony"
8945,"Suarez, Jonathon",1948-08-10 00:00:00.000,"M","M",90000,4,1,"Partial High School","Skilled Manual","0",4,2002-08-25 00:00:00.000,"Person","","Germany","Lower Saxony"
9052,"Dominguez, Linda",1972-10-19 00:00:00.000,"S","F",40000,1,1,"Partial College","Clerical","0",1,2002-08-16 00:00:00.000,"Person","","Germany","Berlin"
9066,"Lal, Grant",1971-11-23 00:00:00.000,"M","M",40000,2,2,"Partial College","Clerical","0",1,2004-06-21 00:00:00.000,"Person","","Germany","Hesse"
9170,"Gray, Garrett",1960-09-25 00:00:00.000,"S","M",20000,1,1,"Partial College","Manual","0",0,2004-07-28 00:00:00.000,"Person","","Germany","Saar"
9556,"Raje, Kelvin",1956-09-12 00:00:00.000,"M","M",120000,3,4,"High School","Professional","0",4,2002-10-12 00:00:00.000,"Person","","Germany","Hesse"
9730,"Zhou, Aimee",1971-10-20 00:00:00.000,"M","F",40000,2,2,"Partial College","Clerical","0",1,2003-12-22 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
9834,"Sai, Douglas",1960-05-11 00:00:00.000,"S","M",20000,1,1,"Partial College","Manual","0",0,2002-12-14 00:00:00.000,"Person","","Germany","Hesse"
9875,"Lal, Edwin",1968-11-20 00:00:00.000,"S","M",20000,1,1,"Partial College","Manual","0",1,2003-04-19 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
10007,"Young, Sydney",1960-07-21 00:00:00.000,"S","F",20000,1,1,"Partial College","Manual","0",0,2003-05-23 00:00:00.000,"Person","","Germany","Hesse"
10009,"Carlson, Melody",1960-07-21 00:00:00.000,"S","F",20000,1,1,"Partial College","Manual","0",0,2003-05-10 00:00:00.000,"Person","","Germany","Baden-Wuerttemberg"
10010,"Sandberg, Clinton",1960-10-07 00:00:00.000,"S","M",20000,1,1,"Partial College","Manual","0",0,2004-06-07 00:00:00.000,"Person","","Germany","Baden-Wuerttemberg"
10048,"Andersen, Sheena",1968-01-27 00:00:00.000,"S","F",20000,1,1,"Partial College","Manual","0",0,2004-05-06 00:00:00.000,"Person","","Germany","Bavaria"
10053,"Xu, Sheena",1968-03-11 00:00:00.000,"S","F",30000,1,1,"Bachelors","Clerical","0",0,2004-06-05 00:00:00.000,"Person","","Germany","Bavaria"
10511,"Perry, Carol",1954-12-20 00:00:00.000,"M","F",80000,3,2,"Partial College","Professional","0",1,2003-10-04 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
10533,"Turner, Sierra",1953-03-25 00:00:00.000,"M","F",120000,2,5,"Bachelors","Management","0",2,2004-06-25 00:00:00.000,"Person","","Germany","Saar"
10538,"Navarro, Gloria",1951-06-08 00:00:00.000,"M","F",90000,4,1,"High School","Professional","0",2,2004-06-11 00:00:00.000,"Person","","Germany","Hamburg"
10551,"Deng, Kara",1947-08-26 00:00:00.000,"M","F",100000,3,4,"High School","Management","0",4,2004-02-10 00:00:00.000,"Person","","Germany","Berlin"
10817,"Roberts, Jackson",1958-07-20 00:00:00.000,"S","M",130000,2,3,"Bachelors","Management","0",4,2004-01-02 00:00:00.000,"Person","","Germany","Saar"
10829,"Gonzales, Megan",1955-02-02 00:00:00.000,"S","F",130000,3,4,"Partial College","Professional","0",3,2004-06-13 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
10854,"Gutierrez, Stacy",1951-01-18 00:00:00.000,"M","F",100000,3,4,"Partial College","Professional","0",4,2004-03-03 00:00:00.000,"Person","","Germany","Saar"
11463,"Chandra, Lydia",1968-01-05 00:00:00.000,"S","F",20000,1,1,"Partial College","Manual","0",1,2003-08-12 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
11477,"Martinez, Shane",1966-11-25 00:00:00.000,"S","M",20000,2,2,"High School","Manual","0",0,2004-05-15 00:00:00.000,"Person","","Germany","Saar"
11493,"She, Jorge",1964-07-24 00:00:00.000,"S","M",20000,3,3,"High School","Manual","0",0,2003-08-23 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
11495,"Andersen, Jon",1964-02-06 00:00:00.000,"S","M",20000,3,3,"High School","Manual","0",0,2003-09-08 00:00:00.000,"Person","","Germany","Hesse"
11508,"Wang, Louis",1965-07-13 00:00:00.000,"S","M",30000,2,2,"Partial College","Clerical","0",1,2003-12-26 00:00:00.000,"Person","","Germany","Bavaria"
11517,"Ortega, Adrienne",1979-05-12 00:00:00.000,"S","F",30000,3,3,"Partial College","Clerical","0",1,2003-12-15 00:00:00.000,"Person","","Germany","Lower Saxony"
11588,"Alonso, Gina",1960-06-25 00:00:00.000,"S","F",20000,1,1,"Partial College","Manual","0",0,2003-11-02 00:00:00.000,"Person","","Germany","Bavaria"
11628,"Sharma, Shawna",1968-05-17 00:00:00.000,"S","F",20000,1,1,"Partial College","Manual","0",0,2003-12-27 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
11651,"Suri, Kristina",1966-04-20 00:00:00.000,"S","F",30000,1,1,"Bachelors","Clerical","0",1,2003-12-09 00:00:00.000,"Person","","Germany","Saxony"
11661,"Lopez, Monica",1964-07-16 00:00:00.000,"S","F",20000,2,2,"High School","Manual","0",2,2004-07-16 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
11804,"Shan, Marshall",1955-02-05 00:00:00.000,"S","M",130000,3,4,"Partial College","Professional","0",3,2004-06-22 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
12602,"Alan, Kari",1956-04-04 00:00:00.000,"S","F",120000,3,4,"High School","Professional","0",4,2003-12-26 00:00:00.000,"Person","","Germany","Berlin"
12605,"Kovar, Troy",1955-05-25 00:00:00.000,"S","M",110000,3,4,"Partial College","Professional","0",4,2004-03-29 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
12628,"Navarro, Adrienne",1950-04-26 00:00:00.000,"S","F",100000,3,4,"Partial College","Management","0",4,2004-03-11 00:00:00.000,"Person","","Germany","Bavaria"
12633,"Zhou, Kristen",1949-08-05 00:00:00.000,"S","F",120000,4,5,"High School","Management","0",3,2003-10-10 00:00:00.000,"Person","","Germany","Bavaria"
12635,"Li, Ernest",1949-07-21 00:00:00.000,"M","M",130000,4,5,"High School","Management","0",4,2004-02-14 00:00:00.000,"Person","","Germany","Baden-Wuerttemberg"
12901,"Yang, Rafael",1967-04-11 00:00:00.000,"S","M",20000,1,1,"Partial College","Manual","0",1,2004-02-23 00:00:00.000,"Person","","Germany","Hesse"
12906,"Zhang, Jose",1967-06-02 00:00:00.000,"S","M",30000,1,1,"Bachelors","Clerical","0",1,2004-02-21 00:00:00.000,"Person","","Germany","Bavaria"
13053,"Goel, Priscilla",1968-07-22 00:00:00.000,"S","F",30000,1,1,"Bachelors","Clerical","0",0,2004-03-17 00:00:00.000,"Person","","Germany","Bavaria"
13060,"Navarro, Tabitha",1967-04-22 00:00:00.000,"S","F",30000,1,1,"Bachelors","Clerical","0",1,2004-03-06 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
13061,"Deng, Bonnie",1967-02-02 00:00:00.000,"S","F",30000,1,1,"Bachelors","Clerical","0",1,2004-03-21 00:00:00.000,"Person","","Germany","Hesse"
13075,"Alexander, Grace",1965-07-09 00:00:00.000,"S","F",10000,4,3,"Partial High School","Manual","0",2,2004-03-21 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
13088,"Wilson, Hannah",1964-09-10 00:00:00.000,"S","F",30000,2,2,"Partial College","Manual","0",0,2004-05-29 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
13532,"Xie, Andres",1958-03-18 00:00:00.000,"M","M",130000,2,3,"Bachelors","Management","0",4,2004-01-20 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
13545,"Romero, Kellie",1955-07-18 00:00:00.000,"S","F",110000,3,4,"Partial College","Professional","0",4,2003-09-09 00:00:00.000,"Person","","Germany","Berlin"
13562,"Sherman, Megan",1954-12-10 00:00:00.000,"S","M",100000,3,4,"High School","Professional","0",3,2003-08-11 00:00:00.000,"Person","","Germany","Saar"
13565,"Andersen, Johnny",1953-05-27 00:00:00.000,"S","M",110000,3,5,"Bachelors","Management","0",0,2004-04-04 00:00:00.000,"Person","","Germany","Saxony"
13566,"Navarro, Theodore",1952-06-07 00:00:00.000,"S","M",110000,4,5,"Partial College","Professional","0",2,2004-01-17 00:00:00.000,"Person","","Germany","Lower Saxony"
13580,"Alexander, Trevor",1947-08-05 00:00:00.000,"S","M",100000,3,5,"Partial High School","Professional","0",0,2004-06-18 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
13712,"Hernandez, Rebekah",1972-04-22 00:00:00.000,"S","F",40000,1,1,"Partial College","Clerical","0",1,2003-09-14 00:00:00.000,"Person","","Germany","Berlin"
13838,"Lewis, Wyatt",1957-11-06 00:00:00.000,"S","M",130000,2,4,"Partial College","Professional","0",2,2004-02-18 00:00:00.000,"Person","","Germany","Hamburg"
13839,"Young, Elijah",1957-05-26 00:00:00.000,"S","M",130000,3,4,"Partial College","Professional","0",3,2004-03-22 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
13840,"Goldberg, Tamara",1956-06-17 00:00:00.000,"S","F",120000,3,4,"High School","Professional","0",4,2003-08-02 00:00:00.000,"Person","","Germany","Berlin"
13844,"Subram, Bryant",1955-04-25 00:00:00.000,"M","M",130000,3,4,"Partial College","Professional","0",3,2004-03-24 00:00:00.000,"Person","","Germany","Saar"
13856,"Wright, Kaylee",1954-04-25 00:00:00.000,"S","F",130000,3,4,"Partial College","Professional","0",4,2003-08-21 00:00:00.000,"Person","","Germany","Hesse"
13857,"Huang, Candice",1954-02-11 00:00:00.000,"M","F",130000,3,4,"Partial College","Professional","0",4,2004-04-11 00:00:00.000,"Person","","Germany","Baden-Wuerttemberg"
13874,"Li, Alisha",1950-04-02 00:00:00.000,"S","F",110000,4,5,"Partial College","Management","0",2,2004-05-30 00:00:00.000,"Person","","Germany","Bavaria"
13877,"Subram, Jarrod",1949-07-22 00:00:00.000,"S","M",130000,4,5,"High School","Management","0",4,2003-10-22 00:00:00.000,"Person","","Germany","Saar"
13884,"Lin, Stacey",1947-03-26 00:00:00.000,"S","F",100000,4,5,"Partial High School","Professional","0",1,2003-07-08 00:00:00.000,"Person","","Germany","Hesse"
14323,"Perez, Tina",1971-03-07 00:00:00.000,"S","F",40000,2,2,"Partial College","Clerical","0",1,2003-12-15 00:00:00.000,"Person","","Germany","Berlin"
14452,"Subram, Geoffrey",1967-08-28 00:00:00.000,"S","M",20000,1,1,"Partial College","Manual","0",1,2004-05-29 00:00:00.000,"Person","","Germany","Hesse"
14759,"Gutierrez, Leslie",1968-04-07 00:00:00.000,"M","F",20000,1,1,"Partial College","Manual","0",0,2004-01-12 00:00:00.000,"Person","","Germany","Hamburg"
14770,"Rubio, Gerald",1957-06-27 00:00:00.000,"S","M",130000,2,4,"Partial College","Professional","0",2,2003-07-26 00:00:00.000,"Person","","Germany","Hesse"
14772,"Rivera, Gabriella",1956-04-08 00:00:00.000,"S","F",120000,3,4,"High School","Professional","0",4,2004-04-15 00:00:00.000,"Person","","Germany","Hamburg"
14774,"Simmons, Jack",1956-05-24 00:00:00.000,"S","M",120000,3,4,"High School","Professional","0",4,2004-02-23 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
14789,"Yuan, Nichole",1954-10-08 00:00:00.000,"S","F",110000,3,4,"Partial College","Professional","0",4,2003-08-21 00:00:00.000,"Person","","Germany","Hesse"
14794,"Rana, Ann",1953-08-17 00:00:00.000,"M","F",110000,2,5,"Partial College","Professional","0",1,2003-07-04 00:00:00.000,"Person","","Germany","Lower Saxony"
14803,"He, Clayton",1949-11-14 00:00:00.000,"S","M",120000,4,5,"Partial College","Management","0",3,2004-07-29 00:00:00.000,"Person","","Germany","Bavaria"
15383,"Xu, Dale",1957-11-06 00:00:00.000,"S","M",130000,2,4,"Partial College","Professional","0",2,2003-07-30 00:00:00.000,"Person","","Germany","Hesse"
15386,"Muñoz, Javier",1956-06-28 00:00:00.000,"S","M",120000,3,4,"High School","Professional","0",4,2004-05-28 00:00:00.000,"Person","","Germany","Saxony"
15393,"Rai, Kelli",1944-02-14 00:00:00.000,"S","F",100000,2,3,"Graduate Degree","Management","0",4,2003-10-11 00:00:00.000,"Person","","Germany","Bavaria"
15394,"Raman, Donald",1944-08-07 00:00:00.000,"S","M",110000,3,4,"Bachelors","Management","0",4,2003-12-15 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
15397,"Black, Terry",1945-05-19 00:00:00.000,"M","M",100000,2,3,"Bachelors","Management","0",4,2004-07-19 00:00:00.000,"Person","","Germany","Baden-Wuerttemberg"
15404,"Navarro, Philip",1953-06-25 00:00:00.000,"M","M",110000,2,5,"Partial College","Professional","0",2,2004-03-09 00:00:00.000,"Person","","Germany","Saxony"
15420,"Suri, Geoffrey",1947-04-24 00:00:00.000,"M","M",100000,3,4,"High School","Management","0",4,2003-12-26 00:00:00.000,"Person","","Germany","Berlin"
15421,"Kapoor, Bob",1947-10-02 00:00:00.000,"S","M",110000,4,5,"Partial High School","Professional","0",3,2003-08-11 00:00:00.000,"Person","","Germany","Baden-Wuerttemberg"
15824,"Raman, Kaitlin",1967-05-02 00:00:00.000,"S","F",30000,1,1,"Bachelors","Clerical","0",0,2004-06-15 00:00:00.000,"Person","","Germany","Saxony"
15848,"Yang, Brent",1964-01-05 00:00:00.000,"S","M",20000,3,3,"High School","Manual","0",0,2004-04-22 00:00:00.000,"Person","","Germany","Lower Saxony"
15952,"Hu, Trisha",1969-11-21 00:00:00.000,"S","F",10000,2,2,"High School","Manual","0",0,2004-07-06 00:00:00.000,"Person","","Germany","Hesse"
15986,"Diaz, Jésus",1973-09-11 00:00:00.000,"M","M",40000,1,1,"Bachelors","Skilled Manual","0",1,2003-08-16 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
15997,"Oliver, Natasha",1972-08-07 00:00:00.000,"S","F",40000,2,2,"Partial College","Clerical","0",0,2004-04-15 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
16140,"Liu, Jon",1968-01-24 00:00:00.000,"S","M",20000,1,1,"Partial College","Manual","0",0,2004-04-28 00:00:00.000,"Person","","Germany","Berlin"
16175,"Bennett, Fernando",1972-02-06 00:00:00.000,"S","M",40000,2,2,"Partial College","Clerical","0",0,2004-03-13 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
16185,"Subram, Donald",1971-11-13 00:00:00.000,"S","M",40000,2,2,"Partial College","Clerical","0",1,2003-08-05 00:00:00.000,"Person","","Germany","Bavaria"
16311,"Hill, Isabella",1954-10-18 00:00:00.000,"M","F",80000,3,2,"Partial College","Professional","0",1,2004-04-20 00:00:00.000,"Person","","Germany","Bavaria"
16771,"Zhao, Autumn",1967-05-04 00:00:00.000,"S","F",30000,1,1,"Bachelors","Clerical","0",0,2003-08-26 00:00:00.000,"Person","","Germany","Bavaria"
16788,"Ramos, Gerald",1964-05-08 00:00:00.000,"M","M",30000,1,1,"Bachelors","Skilled Manual","0",2,2003-08-29 00:00:00.000,"Person","","Germany","Lower Saxony"
16792,"Deng, Shawna",1963-09-10 00:00:00.000,"S","F",20000,3,3,"High School","Manual","0",1,2003-09-03 00:00:00.000,"Person","","Germany","Bavaria"
16815,"Shan, Katrina",1979-10-25 00:00:00.000,"S","F",30000,3,3,"Partial College","Clerical","0",1,2003-09-17 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
16827,"Xu, Nicolas",1978-10-11 00:00:00.000,"S","M",30000,4,4,"Partial College","Clerical","0",1,2003-10-23 00:00:00.000,"Person","","Germany","Bavaria"
16924,"Arun, Douglas",1958-09-19 00:00:00.000,"S","M",130000,2,3,"Bachelors","Management","0",4,2004-04-25 00:00:00.000,"Person","","Germany","Saar"
16925,"He, Jeffery",1957-05-25 00:00:00.000,"S","M",130000,2,4,"Partial College","Professional","0",2,2003-09-30 00:00:00.000,"Person","","Germany","Schleswig-Holstein"
16933,"Diaz, Leslie",1955-07-15 00:00:00.000,"S","F",110000,3,4,"Partial College","Professional","0",4,2004-02-10 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
16944,"Alvarez, Sabrina",1954-10-19 00:00:00.000,"S","F",120000,2,5,"Partial High School","Professional","0",2,2003-10-21 00:00:00.000,"Person","","Germany","Bavaria"
16945,"Bell, Dalton",1954-12-10 00:00:00.000,"S","M",120000,2,5,"Partial High School","Professional","0",2,2003-11-29 00:00:00.000,"Person","","Germany","Hesse"
16948,"Andersen, Alison",1953-10-10 00:00:00.000,"S","F",110000,2,5,"Partial College","Professional","0",2,2004-04-30 00:00:00.000,"Person","","Germany","Bavaria"
16953,"Perez, Roy",1952-06-21 00:00:00.000,"M","M",90000,4,1,"High School","Professional","0",2,2003-12-29 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
16960,"Ramos, Armando",1950-09-12 00:00:00.000,"S","M",110000,4,5,"Partial College","Management","0",2,2004-02-02 00:00:00.000,"Person","","Germany","Saxony"
17382,"Tang, Cedric",1965-04-24 00:00:00.000,"S","M",20000,2,2,"High School","Manual","0",0,2004-03-17 00:00:00.000,"Person","","Germany","Berlin"
17422,"Gonzalez, Monica",1978-08-15 00:00:00.000,"S","F",30000,3,3,"Partial College","Clerical","0",4,2003-12-14 00:00:00.000,"Person","","Germany","Bavaria"
17498,"Yang, Alvin",1960-09-11 00:00:00.000,"S","M",20000,1,1,"Partial College","Manual","0",0,2004-01-08 00:00:00.000,"Person","","Germany","Saar"
17529,"Chande, Tasha",1968-06-19 00:00:00.000,"M","F",20000,1,1,"Partial College","Manual","0",0,2004-03-26 00:00:00.000,"Person","","Germany","North Rhine-Westphalia"
17688,"Gutierrez, Javier",1970-11-20 00:00:00.000,"S","M",10000,2,2,"High School","Manual","0",0,2004-01-10 00:00:00.000,"Person","","Germany","Hesse"
17753,"Subram, Andre",1972-11-17 00:00:00.000,"S","M",40000,1,1,"Partial College","Clerical","0",1,2004-06-15 00:00:00.000,"Person","","Germany","Berlin"
